customer_id,name,age,income,credit_score,purchase_amount,satisfaction_rating,region,product_category,membership_type,last_purchase_date,total_orders,is_premium
235,Customer_235,42,31695.172400072697,519,122.48328125277422,3,South,Books,Basic,2025-08-12 12:42:23.743728,1,False
236,Customer_236,56,54922.07364580364,462,76.41933412324053,2,East,Home,Basic,2025-01-15 12:42:23.743729,7,False
237,Customer_237,79,,519,77.8126950950931,2,South,Books,Basic,2025-04-26 12:42:23.743730,3,True
238,Customer_238,50,45052.64498279791,569,1309.0869050687081,3,South,Clothing,Basic,2025-01-23 12:42:23.743730,2,False
239,Customer_239,18,48690.4529248508,699,36.93758659838755,2,South,Clothing,VIP,2025-06-11 12:42:23.743731,7,False
240,Customer_240,74,66148.34722165602,481,65.82905169032,4,West,Sports,Premium,2025-04-02 12:42:23.743732,2,False
241,Customer_241,44,,504,12.612160873980963,3,North,Clothing,VIP,2024-08-28 12:42:23.743733,8,False
242,Customer_242,79,49230.16559960518,527,325.74435648151,3,South,Books,Premium,2025-03-05 12:42:23.743734,6,False
243,Customer_243,74,41130.40215029423,549,125.32007369951108,3,West,Clothing,Basic,2025-05-24 12:42:23.743734,4,False
244,Customer_244,69,51653.11918890064,740,4593.036334699298,4,North,Home,Basic,2025-06-13 12:42:23.743735,6,True
245,Customer_245,30,46181.77017223315,832,25.71236177056639,5,North,Clothing,Basic,2024-12-05 12:42:23.743736,5,False
246,Customer_246,58,56259.483036337035,495,211.4787060974004,5,South,Sports,Basic,2025-01-22 12:42:23.743737,3,False
247,Customer_247,20,26114.591463084947,818,165.4382897746863,4,East,Clothing,VIP,2024-11-20 12:42:23.743738,9,False
248,Customer_248,56,55543.63158717493,369,113.0574932316931,4,East,Books,Basic,2025-08-01 12:42:23.743739,5,False
249,Customer_249,23,35633.93167658502,698,98.09070856011523,4,East,Books,Premium,2024-10-19 12:42:23.743739,5,False
250,Customer_250,25,68117.75222981007,502,38.06012886153164,4,South,Clothing,Basic,2024-10-03 12:42:23.743740,6,False
251,Customer_251,44,36550.64301258969,447,2752.4893883234527,3,East,Books,Premium,2025-01-11 12:42:23.743741,5,False
252,Customer_252,26,36897.80465618135,771,69.61827060687405,3,West,Books,VIP,2025-03-28 12:42:23.743742,4,False
253,Customer_253,79,58907.97648823481,498,7.352983642008781,3,West,Sports,Premium,2025-06-18 12:42:23.743743,3,False
254,Customer_254,54,50284.23777632394,725,37.52218229772237,5,West,Home,Premium,2025-04-15 12:42:23.743744,2,True
255,Customer_255,50,95533.03252797674,791,273.7949233740864,4,West,Sports,Basic,2025-02-07 12:42:23.743744,6,True
256,Customer_256,68,17413.947788914953,441,190.16653702148437,4,North,Electronics,Premium,2025-01-15 12:42:23.743745,3,False
257,Customer_257,59,,612,401.2158201132214,3,West,Sports,VIP,2024-10-04 12:42:23.743746,4,True
258,Customer_258,61,72592.98969944741,464,98.88436361685466,4,East,Clothing,Premium,2024-12-29 12:42:23.743747,6,False
259,Customer_259,41,38433.72154145398,613,28.43676686818083,2,South,Home,Premium,2025-07-05 12:42:23.743748,4,True
260,Customer_260,32,31788.8431052024,320,17.771026477452246,3,East,Clothing,Premium,2025-06-20 12:42:23.743749,7,True
261,Customer_261,76,32582.70704707343,381,20.691893586758926,5,West,Electronics,Premium,2025-03-10 12:42:23.743749,9,False
262,Customer_262,71,17760.77640699831,430,1.9994217162545587,4,North,Home,Basic,2024-10-21 12:42:23.743750,10,False
263,Customer_263,49,76994.0925462139,604,49.541516221438506,3,West,Books,Premium,2025-07-11 12:42:23.743751,7,True
264,Customer_264,49,43407.65316387184,670,21.24851549851393,5,South,Sports,Basic,2025-06-28 12:42:23.743752,6,True
265,Customer_265,41,41039.45720399539,683,53.04425510818732,3,East,Clothing,Basic,2025-05-04 12:42:23.743753,5,True
266,Customer_266,58,7518.038513396527,744,273.3282348736459,5,South,Electronics,Basic,2025-06-11 12:42:23.743753,4,False
267,Customer_267,69,21325.828550762304,724,56.306710351676415,3,South,Books,Basic,2025-03-01 12:42:23.743754,2,True
268,Customer_268,66,79307.79511038188,460,210.36071684272875,3,South,Sports,Basic,2025-07-02 12:42:23.743755,3,False
269,Customer_269,79,56062.11332201157,477,3889.2173173181545,3,East,Books,Basic,2025-05-17 12:42:23.743756,4,False
270,Customer_270,66,73330.01659850212,789,28.386477383100317,2,West,Sports,Basic,2025-06-24 12:42:23.743757,10,False
271,Customer_271,75,70799.8487965966,626,43.98310492050446,2,South,Home,Basic,2025-07-19 12:42:23.743758,2,True
272,Customer_272,69,29987.59438854119,588,8.76510751762704,4,East,Books,Basic,2025-02-23 12:42:23.743758,1,False
273,Customer_273,29,98596.95457307938,653,40.56590173013526,5,North,Books,Premium,2025-01-18 12:42:23.743759,4,False
274,Customer_274,79,88994.6519120246,327,113.17791136084246,5,East,Books,VIP,2025-05-19 12:42:23.743760,9,False
275,Customer_275,56,38724.6711575393,342,7.484326557045791,2,North,Home,Premium,2025-01-01 12:42:23.743761,6,False
276,Customer_276,19,-21364.105987197643,722,22.99182081655419,4,East,Electronics,VIP,2024-08-30 12:42:23.743762,10,False
277,Customer_277,20,42869.35820111847,476,48.036276657279586,2,West,Sports,Premium,2025-07-19 12:42:23.743763,6,True
278,Customer_278,66,54765.92524242897,828,402.0139371397894,1,South,Books,Basic,2025-03-03 12:42:23.743763,4,False
278,Customer_279,54,38645.61930448619,793,153.64747733751517,4,West,Home,Premium,2025-08-14 12:42:23.743764,4,False
280,Customer_280,66,45569.55806630566,497,2830.1816294936484,4,East,Electronics,Premium,2025-02-20 12:42:23.743765,9,False
281,Customer_281,73,33426.839273244106,816,12.351425384797121,2,South,Sports,Basic,2025-03-21 12:42:23.743766,5,False
282,Customer_282,34,68432.69436707695,813,151.86647987249492,1,North,Home,Basic,2024-11-07 12:42:23.743767,4,False
283,Customer_283,76,51272.664807371104,321,153.83683192352672,5,East,Sports,Premium,2024-10-09 12:42:23.743768,2,True
284,Customer_284,66,69030.28125885908,411,91.90512777379517,1,South,Books,Basic,2024-09-05 12:42:23.743768,5,True
285,Customer_285,19,74444.06692415875,356,464.20190420502934,4,North,Electronics,Premium,2024-11-07 12:42:23.743769,4,False
286,Customer_286,19,6513.528718267052,365,39.341881579963186,4,North,Home,Basic,2025-02-03 12:42:23.743770,5,False
287,Customer_287,45,34589.55578331794,397,283.4846296709453,2,West,Electronics,Basic,2024-09-04 12:42:23.743771,2,False
288,Customer_288,71,,443,246.19456619147394,3,East,Books,Basic,2025-01-21 12:42:23.743772,6,False
289,Customer_289,40,101427.44719377566,734,1.1547071311853718,4,North,Electronics,Basic,2025-01-14 12:42:23.743773,5,False
290,Customer_290,54,52980.107338006484,385,59.804888952029756,5,South,Electronics,Basic,2025-04-23 12:42:23.743773,4,True
291,Customer_291,49,66251.21192726129,643,377.6803234922385,4,North,Clothing,Premium,2025-03-12 12:42:23.743774,4,False
292,Customer_292,50,,593,10.883472419075325,4,North,Electronics,Premium,2025-03-17 12:42:23.743775,2,True
293,Customer_293,18,52864.30904995043,542,79.359687270381,5,West,Sports,Premium,2024-11-26 12:42:23.743776,4,False
294,Customer_294,36,69565.85964232516,331,386.1211411492075,5,West,Home,Basic,2025-02-13 12:42:23.743777,6,False
295,Customer_295,79,67239.30170120312,690,81.07949296061602,4,South,Clothing,Premium,2025-04-28 12:42:23.743777,5,False
296,Customer_296,19,62467.98877832703,576,1329.8323119358156,4,West,Home,Basic,2024-09-08 12:42:23.743778,7,False
297,Customer_297,70,50260.01012990251,831,87.27122920644132,4,North,Home,Basic,2025-08-15 12:42:23.743779,1,True
298,Customer_298,61,51231.37241250902,453,22.87097312282823,4,North,Books,Basic,2024-10-28 12:42:23.743780,2,True
299,Customer_299,43,16134.676505804211,682,73.33532458337443,4,West,Books,Basic,2025-05-21 12:42:23.743781,5,False
300,Customer_300,49,,367,7.692663707329071,4,North,Clothing,Basic,2024-11-10 12:42:23.743781,6,False
301,Customer_301,23,54618.87912776327,513,93.00922086456961,1,North,Books,Basic,2025-04-17 12:42:23.743782,8,False
302,Customer_302,49,35680.48386147589,675,72.73038112375608,4,South,Books,Premium,2025-07-18 12:42:23.743783,5,False
303,Customer_303,72,63776.764940655696,512,134.76944897315312,3,West,Books,Premium,2024-10-02 12:42:23.743784,9,False
304,Customer_304,21,59335.65100529725,378,99.61472329402608,2,North,Home,Basic,2025-03-29 12:42:23.743785,1,True
305,Customer_305,72,77347.40509443988,680,3963.270631728461,2,West,Clothing,Basic,2024-10-25 12:42:23.743786,3,True
306,Customer_306,28,69165.07652305142,357,117.04698463221048,4,South,Home,Basic,2025-05-07 12:42:23.743786,5,False
307,Customer_307,73,54545.22818269136,325,15.541704716627743,4,West,Sports,Basic,2025-01-05 12:42:23.743787,4,True
307,Customer_308,76,64959.60868123832,746,90.47566589181972,3,North,Home,Premium,2024-10-04 12:42:23.743788,2,False
309,Customer_309,34,70102.04324599312,365,18.887571180763032,4,West,Sports,Basic,2025-05-22 12:42:23.743789,4,False
310,Customer_310,55,39851.25428184035,553,259.7254290006422,4,North,Electronics,Premium,2025-03-06 12:42:23.743790,2,True
311,Customer_311,41,43413.38003360396,343,7.07810101604286,3,North,Electronics,Premium,2025-04-28 12:42:23.743790,3,False
312,Customer_312,22,,396,56.277658997013035,4,North,Sports,Basic,2025-06-15 12:42:23.743791,9,False
313,Customer_313,69,40489.38911671301,526,119.00616074603703,5,South,Sports,VIP,2025-05-11 12:42:23.743792,5,False
314,Customer_314,51,70313.73890126968,735,61.25302593199792,5,West,Home,Basic,2024-08-17 12:42:23.743793,2,True
315,Customer_315,23,37453.78916645392,678,9.661581032522196,4,South,Sports,Basic,2025-01-09 12:42:23.743794,6,False
316,Customer_316,39,75033.02942799649,477,80.60449548462638,4,West,Clothing,Basic,2025-08-15 12:42:23.743795,6,False
317,Customer_317,28,42660.53602239234,726,102.61946331712095,2,South,Electronics,Basic,2024-11-25 12:42:23.743795,6,False
318,Customer_318,65,59447.93285678717,606,121.66944186417028,3,East,Electronics,Basic,2025-06-15 12:42:23.743796,4,True
319,Customer_319,33,53328.30297525777,803,46.72232013607322,2,North,Sports,Basic,2025-02-07 12:42:23.743797,8,False
320,Customer_320,50,30480.40383416666,567,82.93334566222447,5,North,Books,Premium,2024-12-09 12:42:23.743798,5,False
321,Customer_321,26,49602.20541018419,307,59.90859165789835,2,South,Books,VIP,2024-12-10 12:42:23.743799,8,False
322,Customer_322,77,56672.870629011944,807,111.49125350489233,3,East,Sports,Premium,2024-12-20 12:42:23.743799,9,False
323,Customer_323,76,48714.14625779004,775,87.60056030200501,5,North,Clothing,Basic,2025-06-30 12:42:23.743800,5,False
324,Customer_324,23,23145.86882987432,596,74.60337847688447,5,West,Books,Premium,2024-09-07 12:42:23.743801,6,False
325,Customer_325,33,84028.58487052342,463,28.704809590838327,5,South,Sports,Premium,2025-01-18 12:42:23.743802,6,True
326,Customer_326,46,51753.98965723472,784,0.20205577007664,1,North,Clothing,Premium,2025-01-28 12:42:23.743803,6,False
327,Customer_327,20,34113.948496729565,371,19.125939087247158,1,North,Clothing,Premium,2024-11-27 12:42:23.743803,6,True
328,Customer_328,37,82415.36046934548,537,12.450487327509684,4,South,Home,Premium,2025-01-10 12:42:23.743804,2,False
329,Customer_329,77,62347.79619440651,403,59.61742838557189,2,South,Clothing,Basic,2025-03-21 12:42:23.743805,2,False
330,Customer_330,76,25996.60007196781,509,94.74154978088237,1,West,Books,Premium,2025-04-05 12:42:23.743806,6,False
331,Customer_331,53,29110.10507200243,767,23.963505251682136,4,West,Books,Basic,2024-08-24 12:42:23.743807,8,False
332,Customer_332,36,45552.10560224315,753,279.78178525919395,5,North,Sports,VIP,2025-01-28 12:42:23.743808,6,False
333,Customer_333,43,55946.13957699645,567,0.6704554604726155,3,North,Sports,Basic,2025-04-22 12:42:23.743808,8,True
334,Customer_334,20,62455.99662927844,685,147.97307642682,4,South,Clothing,Basic,2024-10-07 12:42:23.743809,5,False
335,Customer_335,36,69003.56959057135,686,98.13754542336382,4,North,Electronics,Basic,2025-02-05 12:42:23.743810,6,False
336,Customer_336,37,60791.448128002856,558,46.76939802159954,3,North,Home,Premium,2025-01-20 12:42:23.743811,8,False
337,Customer_337,49,,582,5.180810520875466,4,South,Electronics,Basic,2025-05-15 12:42:23.743812,2,False
338,Customer_338,24,52535.863193609395,339,98.74821929110054,3,North,Clothing,Basic,2025-07-01 12:42:23.743813,8,False
339,Customer_339,69,34807.212390435554,785,48.713109098696975,2,North,Clothing,VIP,2025-01-08 12:42:23.743813,2,False
340,Customer_340,58,49932.98260682053,519,275.30549846318866,4,East,Electronics,VIP,2024-09-17 12:42:23.743814,8,False
341,Customer_341,50,48620.38679308416,428,78.08644245563924,2,West,Home,Basic,2024-10-20 12:42:23.743815,3,False
342,Customer_342,57,-1564.308593249839,819,280.76193738981084,5,South,Electronics,Basic,2025-01-15 12:42:23.743816,9,False
343,Customer_343,56,38772.66281808683,559,24.908167148990117,3,East,Sports,Premium,2025-01-25 12:42:23.743817,7,False
344,Customer_344,35,56284.07465900901,665,129.3627345449539,4,West,Books,VIP,2025-05-16 12:42:23.743818,7,False
345,Customer_345,57,41515.68869576428,843,3264.819294028581,4,West,Sports,Basic,2025-01-21 12:42:23.743818,4,False
346,Customer_346,18,37075.812763540016,823,134.48001951097535,2,West,Books,Premium,2024-11-11 12:42:23.743819,8,False
347,Customer_347,28,68227.52391609128,315,24.16485474629581,1,East,Clothing,Basic,2025-02-13 12:42:23.743820,3,False
348,Customer_348,45,,428,109.3608377851567,4,East,Home,Premium,2024-08-19 12:42:23.743821,5,False
349,Customer_349,74,64232.45300941646,408,2363.053957395549,5,West,Electronics,Premium,2025-06-22 12:42:23.743822,3,False
350,Customer_350,42,23345.110584234306,832,135.7998394390697,5,North,Home,Basic,2024-08-30 12:42:23.743823,4,False
351,Customer_351,67,105215.23871452369,568,39.60762875731318,4,North,Electronics,Basic,2025-03-28 12:42:23.743823,2,True
352,Customer_352,40,45686.289461974855,461,220.77934609328435,5,East,Sports,VIP,2025-01-11 12:42:23.743824,2,False
353,Customer_353,48,43534.694214078874,559,8.806791450489706,4,East,Sports,Premium,2024-12-14 12:42:23.743825,5,False
354,Customer_354,47,72861.31805779837,401,164.60464978795977,4,East,Electronics,Basic,2025-04-29 12:42:23.743826,9,False
355,Customer_355,59,41625.90318387102,805,197.55834599795315,4,West,Home,Premium,2025-01-29 12:42:23.743827,6,False
356,Customer_356,52,79098.55616651333,546,169.9648828130296,4,North,Electronics,Premium,2024-09-14 12:42:23.743828,5,False
357,Customer_357,24,57431.87660973053,836,3890.598809443426,5,East,Clothing,Basic,2025-07-15 12:42:23.743828,1,False
358,Customer_358,77,47632.04198907541,430,57.69386816687051,4,East,Sports,Premium,2024-10-13 12:42:23.743829,6,False
359,Customer_359,33,45499.88193259249,652,558.9281224806633,5,South,Clothing,Basic,2025-04-23 12:42:23.743830,6,False
360,Customer_360,43,74151.84340860524,495,26.028995391634968,4,West,Sports,VIP,2025-02-17 12:42:23.743831,3,False
361,Customer_361,65,54609.74429207006,681,79.15893849639819,3,South,Sports,Basic,2024-12-30 12:42:23.743832,4,False
362,Customer_362,74,58646.1746238154,526,111.07117691983485,1,North,Books,Basic,2025-05-06 12:42:23.743832,4,False
363,Customer_363,69,60820.03745207258,775,3191.8711871757123,4,South,Clothing,Basic,2025-03-28 12:42:23.743833,4,False
364,Customer_364,77,52658.72370445382,776,22.81870807266316,4,South,Clothing,Premium,2025-01-01 12:42:23.743834,5,True
365,Customer_365,66,60397.444526999665,564,106.12994299077505,5,South,Books,Premium,2024-08-16 12:42:23.743835,7,True
366,Customer_366,19,47633.53154638019,671,170.57812414006267,2,West,Home,Premium,2024-12-06 12:42:23.743836,7,False
367,Customer_367,18,49003.82736346848,785,5.131284912728239,5,North,Clothing,Premium,2025-03-10 12:42:23.743837,5,False
368,Customer_368,65,27617.70143946582,733,242.49933584636386,5,South,Electronics,Basic,2024-09-05 12:42:23.743837,13,False
369,Customer_369,79,55955.205018367946,510,2.9948054790050964,3,West,Books,VIP,2025-03-31 12:42:23.743838,8,False
370,Customer_370,29,15609.179865755594,676,44.001157328129736,5,North,Clothing,Basic,2025-07-17 12:42:23.743839,2,False
371,Customer_371,22,55671.16141221826,694,1.5939558720784452,5,East,Home,Premium,2025-01-11 12:42:23.743840,3,True
372,Customer_372,54,44387.67967670371,749,8.02833358733934,4,South,Clothing,Basic,2024-11-19 12:42:23.743841,5,False
373,Customer_373,49,57491.70218901956,663,242.10115438735068,5,North,Sports,Premium,2024-08-17 12:42:23.743842,9,True
373,Customer_374,76,,756,43.82892191755195,5,South,Electronics,Premium,2024-08-16 12:42:23.743843,7,False
375,Customer_375,72,7612.852639227157,525,55.29879787115687,4,East,Books,Premium,2025-06-09 12:42:23.743843,6,False
376,Customer_376,26,42982.69386052921,430,24.251035985593536,3,North,Sports,Basic,2024-10-19 12:42:23.743844,7,False
377,Customer_377,58,29081.746622858034,775,90.90563884202855,5,West,Home,Basic,2024-08-22 12:42:23.743845,5,True
378,Customer_378,52,14388.866335790352,576,3456.2599389095935,4,North,Sports,Basic,2025-01-18 12:42:23.743846,6,True
379,Customer_379,36,65359.6653938914,455,46.55342586987527,4,West,Sports,Premium,2025-05-04 12:42:23.743847,4,False
380,Customer_380,65,82024.76454284081,517,40.5017516000556,3,North,Home,Basic,2024-09-04 12:42:23.743847,3,False
381,Customer_381,33,34060.971284508996,489,4954.62621965605,5,West,Sports,VIP,2024-12-18 12:42:23.743848,7,True
381,Customer_382,20,48484.58345557093,716,48.334704135567,2,East,Books,Basic,2024-08-20 12:42:23.743849,6,False
383,Customer_383,37,43844.287666403754,845,68.0232914139164,5,East,Clothing,Basic,2024-11-27 12:42:23.743850,4,True
384,Customer_384,41,36822.03156047594,340,33.31045809393637,3,East,Sports,Premium,2025-06-25 12:42:23.743851,5,False
385,Customer_385,71,63274.74427776042,606,154.53815545050637,2,North,Books,Basic,2024-11-08 12:42:23.743852,5,True
386,Customer_386,73,70202.82920857237,637,3718.216476429155,4,East,Clothing,VIP,2025-01-01 12:42:23.743852,3,False
387,Customer_387,50,32627.856214687916,613,72.07466594111102,1,South,Clothing,Premium,2025-04-15 12:42:23.743853,2,False
388,Customer_388,41,50895.33734189807,374,29.216834749779547,4,East,Sports,Basic,2025-03-21 12:42:23.743854,1,True
389,Customer_389,69,,578,439.48762254955966,5,West,Books,Basic,2024-11-02 12:42:23.743855,3,False
390,Customer_390,28,63780.724064299444,475,34.459920847034944,5,West,Sports,Basic,2025-07-18 12:42:23.743856,2,False
391,Customer_391,66,66753.94876800977,572,147.2909587811638,2,West,Home,Basic,2024-10-07 12:42:23.743857,6,False
392,Customer_392,25,,588,55.77349459524892,2,North,Clothing,Premium,2025-07-19 12:42:23.743858,4,True
393,Customer_393,53,77096.903447465,571,23.094566515743143,5,South,Sports,Basic,2025-03-24 12:42:23.743858,4,False
394,Customer_394,55,70572.85260606132,365,160.80327200038926,5,East,Clothing,Basic,2024-11-06 12:42:23.743859,7,True
395,Customer_395,57,52898.74829562361,782,40.58753758000105,4,South,Books,Basic,2024-08-17 12:42:23.743860,4,False
396,Customer_396,37,42350.33965083816,547,200.39137300733972,4,South,Electronics,Basic,2024-09-01 12:42:23.743861,3,False
397,Customer_397,79,52069.555306263705,455,1732.5414862870794,3,West,Sports,Basic,2024-10-08 12:42:23.743862,4,False
398,Customer_398,52,39311.86627953263,346,196.48553287584812,5,West,Sports,Premium,2024-10-09 12:42:23.743863,4,False
399,Customer_399,65,10950.262539786352,753,3.563537954912413,4,West,Clothing,Premium,2024-11-27 12:42:23.743864,5,False
400,Customer_400,79,44410.018683999195,500,154.8217444663743,3,North,Books,Premium,2025-08-11 12:42:23.743864,6,False
401,Customer_401,42,57150.524876744406,423,52.99056052820844,3,South,Home,Premium,2024-09-15 12:42:23.743865,3,True
402,Customer_402,52,38254.61164467642,300,206.92767402209947,5,South,Books,Basic,2024-10-12 12:42:23.743866,4,True
403,Customer_403,42,46144.40425522784,490,101.5984728962617,1,North,Sports,Premium,2025-03-17 12:42:23.743867,3,False
404,Customer_404,46,46919.265680665354,815,179.3620003813375,3,North,Home,Basic,2025-01-10 12:42:23.743868,2,False
405,Customer_405,35,77137.13548437777,741,69.2011365575739,4,North,Books,Basic,2025-03-03 12:42:23.743869,0,True
406,Customer_406,63,42811.254519501956,442,76.57727234988756,2,South,Electronics,Basic,2024-12-22 12:42:23.743869,5,False
407,Customer_407,35,,490,15.593784668161948,2,South,Clothing,Basic,2025-01-11 12:42:23.743870,4,False
408,Customer_408,19,-4249.809836959475,832,3554.1001847666585,5,West,Books,Premium,2025-06-03 12:42:23.743871,7,False
409,Customer_409,71,76957.11562658072,526,54.36753351420497,5,West,Books,Basic,2025-05-13 12:42:23.743872,1,True
410,Customer_410,52,75948.12229725248,612,69.33074299423569,5,South,Electronics,Premium,2025-07-16 12:42:23.743873,3,False
411,Customer_411,33,68045.09346778384,601,153.75718383297877,5,West,Sports,Basic,2024-09-28 12:42:23.743873,5,True
412,Customer_412,78,9761.639935924568,759,91.34083900139616,4,North,Clothing,Basic,2025-03-18 12:42:23.743874,5,True
413,Customer_413,58,70377.73990444963,700,22.45179046085243,5,East,Books,Premium,2024-09-05 12:42:23.743875,7,False
414,Customer_414,53,48997.61648649499,692,89.21657416945484,4,West,Home,Basic,2024-12-22 12:42:23.743876,2,False
415,Customer_415,50,-586.748798493204,506,52.36286639938573,4,South,Books,Basic,2025-07-18 12:42:23.743877,4,False
416,Customer_416,21,75963.55415669392,509,63.398346920099314,5,West,Clothing,Basic,2025-06-17 12:42:23.743878,4,True
417,Customer_417,50,,414,2.8719766964854676,3,West,Books,Premium,2025-08-15 12:42:23.743878,4,False
418,Customer_418,31,11909.758562696574,550,23.575948549762842,4,West,Electronics,Premium,2025-06-30 12:42:23.743879,6,True
419,Customer_419,38,53508.42150600226,518,3748.4900814392226,4,East,Books,Basic,2025-05-19 12:42:23.743880,8,False
420,Customer_420,65,77771.82242888365,706,124.81337274904887,2,North,Books,VIP,2024-12-30 12:42:23.743881,6,False
420,Customer_421,37,74603.22626914292,742,1.1559022134510795,2,South,Home,Premium,2025-04-30 12:42:23.743882,5,False
422,Customer_422,73,66721.22102319048,653,52.55624480261065,5,East,Electronics,Premium,2024-09-05 12:42:23.743883,3,False
423,Customer_423,25,-2945.0575979501714,849,257.7375559445581,5,South,Electronics,Premium,2024-11-15 12:42:23.743883,2,False
424,Customer_424,24,64590.85533271628,441,11.86491042032658,4,South,Books,Basic,2025-05-13 12:42:23.743884,7,False
425,Customer_425,20,45637.92203252114,800,4414.200911833267,2,South,Home,Premium,2024-12-14 12:42:23.743885,3,False
426,Customer_426,34,69917.15057436988,846,154.42232873634075,2,East,Books,Basic,2024-09-07 12:42:23.743886,6,True
427,Customer_427,50,55123.229168676495,841,285.65149580718634,5,North,Books,Basic,2025-03-26 12:42:23.743887,2,False
428,Customer_428,65,,806,137.3483332042609,4,South,Clothing,VIP,2025-02-28 12:42:23.743887,7,False
429,Customer_429,29,62818.07698818472,580,127.49875349804638,3,North,Clothing,Premium,2025-03-01 12:42:23.743888,4,True
430,Customer_430,76,46561.73257856484,723,175.15090375463149,4,North,Home,Basic,2024-10-13 12:42:23.743889,9,False
431,Customer_431,68,49514.45440216116,569,59.09538729742204,3,West,Sports,Basic,2024-11-09 12:42:23.743890,9,True
431,Customer_432,39,38895.52001742477,453,163.9096062592326,4,East,Clothing,Premium,2025-08-08 12:42:23.743891,3,False
433,Customer_433,72,17891.820176308753,382,0.7996290027965754,5,East,Sports,Basic,2025-06-12 12:42:23.743892,10,False
434,Customer_434,39,61357.06947542543,725,258.4431630373095,4,West,Electronics,Basic,2025-07-08 12:42:23.743892,8,False
435,Customer_435,63,33879.3936065886,574,58.574047690428564,4,West,Clothing,Basic,2025-03-31 12:42:23.743893,3,True
436,Customer_436,47,,583,80.6047578414389,4,North,Clothing,Basic,2025-03-26 12:42:23.743894,6,True
437,Customer_437,55,,472,29.421301794416742,4,South,Home,Premium,2025-04-13 12:42:23.743895,5,True
438,Customer_438,55,8295.647128691224,626,135.68553052337575,4,East,Sports,Basic,2024-10-23 12:42:23.743896,4,True
439,Customer_439,62,12773.021926463533,362,7.973154643740164,2,South,Clothing,Premium,2024-09-06 12:42:23.743896,1,False
440,Customer_440,68,44005.22846781594,372,206.07046000393484,4,South,Clothing,Basic,2025-02-17 12:42:23.743897,3,False
441,Customer_441,71,59091.26964599311,674,176.09402713645738,3,West,Home,Premium,2024-12-22 12:42:23.743898,5,False
442,Customer_442,25,64880.76541298322,807,24.34229404553357,5,South,Home,VIP,2025-07-23 12:42:23.743899,5,False
443,Customer_443,44,18173.71008248186,697,165.71817152282122,4,North,Sports,Premium,2024-08-23 12:42:23.743900,7,False
444,Customer_444,44,62732.629688256304,419,154.3452312545901,5,West,Electronics,Premium,2025-04-28 12:42:23.743901,2,False
445,Customer_445,51,,736,100.02610949480358,2,South,Electronics,VIP,2025-04-02 12:42:23.743901,4,True
446,Customer_446,38,32336.855098070464,764,46.763871091034055,5,West,Books,Basic,2025-06-04 12:42:23.743902,4,False
447,Customer_447,47,37028.962878812585,585,31.676594323422563,4,North,Clothing,Premium,2025-03-11 12:42:23.743904,4,False
448,Customer_448,50,66037.14664080333,564,26.36838020505637,5,North,Sports,Premium,2024-10-11 12:42:23.743904,8,False
449,Customer_449,45,55480.11570171143,619,38.3618927295854,3,South,Clothing,Basic,2024-11-06 12:42:23.743905,9,False
450,Customer_450,64,,675,233.8818085531173,4,West,Sports,Basic,2025-07-31 12:42:23.743906,6,False
451,Customer_451,50,54869.914776157995,388,3519.5348146847978,5,South,Sports,VIP,2024-11-01 12:42:23.743907,3,True
452,Customer_452,22,68561.95553232387,502,176.53392352185097,3,South,Sports,Premium,2024-11-20 12:42:23.743908,5,False
452,Customer_453,77,48058.00865193354,633,42.90767954855466,3,West,Clothing,Basic,2025-05-23 12:42:23.743908,5,True
454,Customer_454,78,51086.37772908473,521,73.7306813828448,4,South,Home,Basic,2024-10-30 12:42:23.743909,4,False
455,Customer_455,65,72763.4148027561,340,158.2239338236299,4,North,Clothing,Premium,2024-09-10 12:42:23.743910,3,False
456,Customer_456,36,43368.26751473683,367,215.74164628971863,3,West,Sports,Basic,2025-07-06 12:42:23.743911,2,False
457,Customer_457,21,62362.81190561363,813,1678.2319774805421,3,West,Books,Premium,2025-06-17 12:42:23.743912,3,False
458,Customer_458,52,39925.91038653717,426,61.96058341334694,3,West,Electronics,Premium,2024-10-10 12:42:23.743913,3,False
459,Customer_459,66,41682.65317176431,554,53.531653409498446,5,West,Sports,Premium,2025-07-18 12:42:23.743914,6,False
460,Customer_460,34,,315,1.333961182144738,4,South,Books,Basic,2025-03-29 12:42:23.743915,6,True
461,Customer_461,61,60305.457059735316,776,35.08958023341332,5,South,Home,Premium,2025-03-23 12:42:23.743915,2,False
462,Customer_462,45,73883.63925102138,361,61.468584641264314,5,North,Sports,Premium,2025-04-18 12:42:23.743916,2,True
463,Customer_463,47,51930.9052707755,731,52.948803645073205,4,East,Books,Premium,2025-05-02 12:42:23.743917,3,True
464,Customer_464,46,20003.261773529113,567,127.9879620409069,2,East,Sports,Basic,2025-01-17 12:42:23.743918,10,True
465,Customer_465,63,62628.92587067876,334,48.581374055620586,1,North,Clothing,Basic,2024-11-02 12:42:23.743919,1,False
466,Customer_466,70,,793,67.21226510133553,3,East,Books,VIP,2025-07-07 12:42:23.743920,4,True
466,Customer_467,23,52173.37662134701,768,56.14324733411623,5,North,Clothing,Basic,2025-05-19 12:42:23.743921,3,False
468,Customer_468,52,,624,134.94848174792563,4,South,Clothing,Basic,2024-10-20 12:42:23.743921,8,False
